# VERTIKAAL 5 Roompot
* 28-08-2025 09:29:31
#X: 45380 - Y: 396450
#00 DONARLOCATIE: VTS-14
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1004>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TROEBHFNU  PHYCOUGL
  45379  396449 20250828 92941    1.08   11.94   20.60   7.98 7.90     107   44.22    4367   31.55   17847    1.23      0.95     -0.91
  45379  396449 20250828 93018    1.96   11.94   20.61   7.98 7.84     106   44.27    4370   31.58   17863    1.10      0.97     -1.04
  45379  396449 20250828 93101    2.94    8.75   20.65   7.96 7.46     101   44.48    4388   31.71   17943    0.87      0.79     -0.84
  45379  396449 20250828 93133    3.96    7.51   20.64   7.95 7.34      99   44.50    4391   31.74   17958    0.89      0.65     -1.07
  45379  396449 20250828 93151    4.99    6.42   20.62   7.96 7.27      99   44.52    4394   31.77   17975    0.81      0.83     -1.11
  45379  396449 20250828 93220    5.94    5.21   20.51   7.95 7.08      96   44.54    4406   31.87   18032    0.74      0.80     -1.06
  45379  396449 20250828 93251    6.94    4.12   20.48   7.95 7.00      95   44.52    4407   31.87   18035    0.61      0.76     -1.05
  45379  396449 20250828 93310    8.03    4.12   20.44   7.96 6.99      94   44.51    4410   31.90   18051    0.58      0.66     -0.96
  45379  396449 20250828 93331    9.03    4.12   20.35   7.95 6.89      93   44.48    4415   31.94   18075    0.54      0.73     -0.93
  45379  396449 20250828 93400    9.90    1.05   20.33   7.95 6.72      91   44.47    4417   31.95   18081    0.54      0.86     -1.03
