# VERTIKAAL 10 Roompot
* 19-11-2025 11:00:52
#X: 40657 - Y: 348920
#00 DONARLOCATIE: KTS-10
#08 WAARNEMER(S): Bernaards
@ par1.dat
## LUCHTDK    hPa <1002>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  SALNTT     CL-    TROEBHFNU
  40657  348920 20251119 110102    1.02    0.75   11.87   7.66 6.87      69   15.15   12.09    6755      4.52
  40657  348920 20251119 110115    2.06   11.54   11.81   7.66 6.86      69   15.00   11.98    6692      4.53
  40657  348920 20251119 110128    3.06   10.59   11.81   7.66 6.84      69   15.00   11.98    6692      4.56
  40657  348920 20251119 110146    4.00    9.79   12.04   7.65 6.79      69   15.54   12.38    6915      4.19
  40657  348920 20251119 110159    5.04    8.76   12.26   7.65 6.75      69   16.54   13.17    7361      3.89
  40657  348920 20251119 110244    6.14    7.87   12.33   7.68 7.00      72   17.33   13.83    7733      4.19
  40657  348920 20251119 110258    6.98    7.06   12.35   7.68 7.00      72   17.44   13.92    7782      4.69
  40657  348920 20251119 110322    7.95    5.58   12.37   7.69 7.05      73   17.71   14.15    7913      4.48
  40657  348920 20251119 110337    8.95    4.80   12.49   7.69 7.03      73   18.64   14.91    8342      4.58
  40657  348920 20251119 110406   10.00    3.77   12.62   7.68 6.83      72   19.19   15.33    8585      5.71
  40657  348920 20251119 110421   11.00    2.68   12.64   7.68 6.86      72   19.63   15.71    8797      6.42
  40657  348920 20251119 110434   12.08    1.57   12.68   7.68 6.82      72   19.81   15.85    8877      5.58
  40657  348920 20251119 110446   12.95    0.75   12.67   7.68 6.79      71   19.87   15.91    8910      6.51
