# VERTIKAAL 9 Roompot
* 19-11-2025 10:38:15
#X: 42684 - Y: 352437
#00 DONARLOCATIE: KTS-09
#08 WAARNEMER(S): Bernaards
@ par1.dat
## LUCHTDK    hPa <1002>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  SALNTT     CL-    TROEBHFNU
  42683  352433 20251119 103956    1.12   12.60   11.81   7.68 7.22      73   15.34   12.28    6863      3.65
  42683  352433 20251119 104011    2.00   11.63   11.84   7.68 7.21      73   15.50   12.41    6934      3.75
  42683  352433 20251119 104035    2.98   10.80   11.86   7.68 7.19      73   15.66   12.54    7007      3.58
  42683  352433 20251119 104052    3.99    9.77   11.91   7.68 7.15      73   15.89   12.72    7110      3.28
  42683  352433 20251119 104102    4.92    8.85   11.99   7.68 7.10      72   16.17   12.95    7237      2.75
  42683  352433 20251119 104127    6.01    7.73   12.15   7.68 6.99      72   16.78   13.42    7502      2.72
  42683  352433 20251119 104203    7.06    6.77   12.17   7.70 7.28      75   17.19   13.77    7699      2.88
  42683  352433 20251119 104219    8.03    5.74   12.18   7.71 7.36      76   17.46   14.00    7831      2.66
  42683  352433 20251119 104232    9.01    4.79   12.32   7.70 7.38      76   18.30   14.67    8212      3.31
  42683  352433 20251119 104252   10.03    3.75   12.50   7.70 7.22      76   19.39   15.56    8712      3.36
  42683  352433 20251119 104307   11.02    2.63   12.47   7.71 7.30      77   20.40   16.46    9223      4.03
  42683  352433 20251119 104320   12.02    1.54   12.54   7.71 7.28      77   20.99   16.94    9497      4.82
  42683  352433 20251119 104334   13.02    1.54   12.55   7.71 7.25      77   21.45   17.35    9727      6.69
