# VERTIKAAL 4 M.C.ECOS 6 VERTIKAAL
* 14-10-2024 08:48:54
#X: 72570 - Y: 408770
#00 DONARLOCATIE: ZTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par2.dat
## TLU        oC <-->
## LUCHTDK    hPa <1016>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  72570  408770 20241014 84854    1.09    8.81   13.29   8.18    1.47     171    0.97     441    0.77    1.35
  72570  408770 20241014 84901    1.88    9.31   13.28   8.18    1.47     171    0.97     440    0.73    1.61
  72570  408770 20241014 84903    3.04    8.84   13.29   8.18    1.47     171    0.97     441    0.71    1.76
  72570  408770 20241014 84905    3.88    7.34   13.30   8.18    1.48     171    0.97     443    0.66    1.42
  72570  408770 20241014 84908    4.94    6.51   13.30   8.18    1.48     172    0.97     444    0.74    1.54
  72570  408770 20241014 84910    5.95    5.24   13.31   8.18    1.48     172    0.97     444    0.77    1.32
  72570  408770 20241014 84912    6.91    4.19   13.30   8.18    1.48     172    0.97     444    0.76    1.35
  72570  408770 20241014 84915    7.94    3.06   13.31   8.18    1.48     172    0.97     444    0.81    1.45
  72570  408770 20241014 84917    8.92    2.03   13.31   8.18    1.48     172    0.98     445    0.71    1.93
  72570  408770 20241014 84922    9.92    1.29   13.41   8.14    1.72     200    1.14     541    0.66    1.42
