# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 03-04-2025 09:40:53
#X: 80150 - Y: 408110
#00 DONARLOCATIE: ZTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  80150  408110 20250403 94102    1.04   16.11   10.35   8.36 11.0      99    0.95     118    0.66     265    0.68    1.66   11.00
  80150  408110 20250403 94122    1.92   15.13   10.35   8.35 11.1      99    0.95     118    0.66     265    0.74    1.91   11.00
  80150  408110 20250403 94141    3.04   14.03   10.34   8.35 11.0      99    0.95     119    0.66     265    0.66    1.90   10.99
  80150  408110 20250403 94158    4.03   13.06   10.35   8.35 11.0      99    0.95     118    0.66     265    0.76    1.75   10.99
  80150  408110 20250403 94215    5.05   11.93   10.34   8.36 11.0      98    0.95     118    0.66     264    0.71    1.70   10.98
  80150  408110 20250403 94227    6.00   11.03   10.34   8.36 11.0      99    0.95     118    0.66     264    0.69    1.58   10.99
  80150  408110 20250403 94241    7.02    9.98   10.34   8.36 11.0      98    0.95     118    0.66     264    0.65    1.68   10.98
  80150  408110 20250403 94255    7.96    9.09   10.34   8.35 11.0      99    0.95     118    0.66     264    0.71    1.62   10.99
  80150  408110 20250403 94312    8.99    7.98   10.34   8.35 11.0      98    0.95     118    0.66     264    0.76    1.70   10.98
  80150  408110 20250403 94332   10.00    5.21   10.34   8.35 11.0      98    0.95     118    0.66     265    0.64    1.82   10.98
  80150  408110 20250403 94350   11.01    5.98   10.34   8.35 11.0      98    0.95     118    0.66     264    0.70    1.76   10.98
  80150  408110 20250403 94408   11.91    5.00   10.33   8.35 11.0      98    0.95     118    0.66     265    0.72    1.81   10.98
  80150  408110 20250403 94422   12.97    3.98   10.33   8.35 11.0      98    0.95     119    0.66     265    0.67    1.67   10.99
  80150  408110 20250403 94452   14.04    2.75   10.33   8.35 11.0      98    0.95     118    0.66     265    0.65    1.82   10.98
  80150  408110 20250403 94511   15.01    1.61   10.33   8.36 11.0      98    0.95     118    0.66     265    0.65    1.82   10.98
  80150  408110 20250403 94524   16.02    0.75   10.33   8.35 11.0      98    0.95     118    0.66     265    0.56    1.84   10.98
