# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 05-03-2025 11:38:17
#X: 57620 - Y: 418936
#00 DONARLOCATIE: GTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  57620  418936 20250305 113825    0.97   16.10    6.09   8.72 16.1     155   28.25    3930   28.11   15903    0.37    1.34
  57620  418936 20250305 113847    1.99   15.49    6.07   8.72 16.1     154   28.24    3930   28.11   15903    0.39    1.33
  57620  418936 20250305 113940    3.03    0.85    5.95   8.72 16.0     153   28.13    3927   28.09   15893    0.42    1.37
  57620  418936 20250305 114002    4.01    0.75    5.98   8.72 16.0     154   28.17    3929   28.10   15902    0.55    1.39
  57620  418936 20250305 114032    5.00   10.84    5.80   8.72 16.0     153   28.02    3928   28.10   15897    0.71    1.40
  57620  418936 20250305 114046    5.97    9.71    5.80   8.72 15.9     152   28.02    3928   28.09   15896    0.59    1.39
  57620  418936 20250305 114100    6.97    8.75    5.75   8.71 15.9     152   28.00    3931   28.12   15909    1.20    1.37
  57620  418936 20250305 114137    7.98    7.23    5.63   8.64 14.2     135   27.91    3930   28.11   15908    2.04    1.49
  57620  418936 20250305 114302    9.02    6.15    5.03   8.39 12.3     116   27.57    3946   28.24   15981    4.48    1.67
  57620  418936 20250305 114326   10.04    5.16    4.99   8.39 12.3     115   27.57    3950   28.27   16001    8.16    2.18
  57620  418936 20250305 114452   11.04    5.60    4.82   8.33 11.7     110   27.48    3955   28.31   16023    5.62    1.98
  57620  418936 20250305 114550   12.04    4.31    4.66   8.19 10.5      98   27.96    4043   29.01   16426    2.37    1.74
  57620  418936 20250305 114615   12.94    3.03    4.66   8.18 10.4      97   28.03    4051   29.07   16463    1.77    1.70
  57620  418936 20250305 114643   13.94    1.68    4.74   8.20 10.4      98   28.12    4056   29.11   16486    2.89    2.14
  57620  418936 20250305 114703   15.05    0.00    4.74   8.20 10.4      98   28.12    4056   29.11   16488    3.16    2.09
