# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 05-03-2025 11:57:13
#X: 56280 - Y: 420520
#00 DONARLOCATIE: GTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  56280  420520 20250305 115725    1.01   10.00    5.69   8.66 16.2     154   27.99    3935   28.15   15930    2.05    1.79
  56280  420520 20250305 115751    1.99    8.98    5.65   8.66 16.3     155   27.96    3935   28.15   15927    2.90    1.79
  56280  420520 20250305 115805    3.02    7.99    5.91   8.68 16.2     155   28.15    3935   28.15   15929    7.12    1.96
  56280  420520 20250305 115819    4.05    7.01    5.80   8.67 16.2     155   28.10    3939   28.18   15946    5.70    1.82
  56280  420520 20250305 115841    5.07    6.18    5.68   8.67 16.3     155   27.99    3936   28.16   15932    5.15    1.74
  56280  420520 20250305 115859    5.99    5.38    5.65   8.66 16.3     155   27.97    3936   28.16   15934    5.59    1.95
  56280  420520 20250305 115912    7.04    4.44    5.54   8.65 16.3     155   27.89    3937   28.17   15938    6.85    2.07
  56280  420520 20250305 115947    7.93    3.85    5.52   8.63 15.9     151   27.88    3937   28.16   15937    8.01    2.08
  56280  420520 20250305 120113    8.97    3.60    5.21   8.49 13.6     129   27.66    3939   28.18   15949   14.11    2.82
  56280  420520 20250305 120156   10.04    3.08    5.19   8.47 13.4     126   27.65    3940   28.19   15952   14.97    2.65
  56280  420520 20250305 120258   11.04    2.50    5.04   8.40 12.3     116   27.59    3948   28.26   15991   13.27    2.84
  56280  420520 20250305 120335   12.00    1.71    5.33   8.44 12.7     120   28.18    4000   28.67   16228   14.54    2.45
  56280  420520 20250305 120424   12.94    1.04    5.31   8.37 12.1     115   28.47    4043   29.01   16426    4.70    2.05
