# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 05-03-2025 08:29:56
#X: 68840 - Y: 411250
#00 DONARLOCATIE: GTS-19
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  68840  411250 20250305 83053    1.02    1.31    6.11   8.75 16.8     162   28.29    3932   28.13   15914    0.78    1.53
  68840  411250 20250305 83132    2.03    9.86    6.12   8.74 16.4     158   28.30    3934   28.14   15920    1.38    1.56
  68840  411250 20250305 83206    2.97    8.10    6.05   8.69 16.6     159   28.33    3944   28.22   15970    2.13    1.71
  68840  411250 20250305 83332    4.04    4.49    6.07   8.65 14.9     143   28.31    3939   28.18   15945    1.61    1.54
  68840  411250 20250305 83519    5.00    5.06    5.96   8.54 14.7     141   28.36    3958   28.33   16035    2.79    1.67
  68840  411250 20250305 83539    5.97    3.75    5.99   8.54 14.6     141   28.45    3967   28.40   16073    2.94    1.79
  68840  411250 20250305 83610    7.07    3.50    5.86   8.58 15.0     144   28.41    3976   28.47   16114    5.69    1.92
  68840  411250 20250305 83700    8.00    3.89    5.87   8.57 15.1     145   28.42    3976   28.48   16116    5.44    1.86
  68840  411250 20250305 83821    9.02    3.64    5.79   8.48 13.9     134   28.43    3985   28.55   16157    5.29    1.90
  68840  411250 20250305 83856    9.99    2.45    5.79   8.48 13.7     132   28.42    3986   28.55   16159    3.66    2.01
  68840  411250 20250305 83912   11.04    1.18    5.77   8.47 13.8     132   28.42    3988   28.57   16169    5.04    1.94
