# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 09:55:22
#X: 37391 - Y: 393866
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37391  393866 20240731 95531    1.05    0.00   23.80   8.07 7.58     105   41.03    3794   26.96   15189    1.82    0.00
  37386  393868 20240731 95600    1.93    0.00   23.74   8.09 7.75     107   41.00    3795   26.97   15194    1.90    0.00
  37385  393872 20240731 95619    2.93    0.00   23.73   8.09 7.77     107   40.99    3795   26.97   15194    1.84    0.00
  37384  393872 20240731 95654    3.96    0.00   23.65   8.06 7.14      98   40.93    3796   26.98   15198    1.72    0.00
  37383  393870 20240731 95725    4.92    0.00   22.48   7.90 4.50      61   40.31    3829   27.24   15355    1.96    0.00
  37387  393855 20240731 95919    5.93    0.00   21.03   7.66 2.71      36   40.37    3951   28.21   15920    0.71    0.00
  37386  393851 20240731 95945    6.96    0.00   20.85   7.65 2.56      34   40.32    3960   28.29   15964    0.34    0.00
  37385  393849 20240731 100016    8.06    0.00   20.69   7.64 2.48      33   40.26    3968   28.35   16001    0.26    0.00
  37384  393846 20240731 100046    8.93    0.00   20.54   7.63 2.33      31   40.13    3968   28.35   16000    0.23    0.00
  37381  393845 20240731 100119    9.93    0.00   20.31   7.63 2.29      30   39.92    3966   28.34   15995    0.21    0.00
  37375  393840 20240731 100232   11.02    0.00   19.84   7.57 1.66      21   39.43    3956   28.26   15952    0.22    0.00
  37375  393840 20240731 100339   11.99    0.00   19.68   7.56 1.40      18   39.24    3952   28.22   15931    0.22    0.00
  37380  393845 20240731 100426   13.05    0.00   19.40   7.53 0.93      12   38.99    3949   28.21   15921    0.15    0.00
  37388  393856 20240731 100535   14.04    0.00   18.97   7.49 0.43       5   38.56    3942   28.15   15892    0.19    0.00
  37388  393861 20240731 100635   15.06    0.00   18.56   7.50 0.13       2   38.16    3936   28.10   15864    0.15    0.00
  37386  393862 20240731 100652   16.06    0.00   18.48   7.52 0.09       1   38.06    3933   28.08   15851    0.16    0.00
  37384  393863 20240731 100714   16.93    0.00   18.44   7.53 0.08       1   38.02    3932   28.07   15848    0.14    0.00
