# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 10:44:22
#X: 35456 - Y: 397403
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  35456  397403 20240731 104431    1.09    0.00   23.23   8.07 7.88     108   40.54    3792   26.95   15184    2.00    0.00
  35451  397405 20240731 104506    2.02    0.00   23.23   8.06 7.85     107   40.54    3792   26.95   15185    1.91    0.00
  35435  397408 20240731 104652    3.01    0.00   23.22   8.03 7.34     100   40.53    3792   26.95   15182    1.50    0.00
  35424  397425 20240731 104740    4.01    0.00   21.86   7.94 6.37      85   39.51    3800   27.02   15229    2.91    0.00
  35413  397432 20240731 104848    4.98    0.00   21.48   7.82 4.90      65   39.27    3807   27.08   15263    2.28    0.00
  35404  397439 20240731 104959    5.95    0.00   20.77   7.66 3.09      40   38.90    3827   27.23   15355    0.98    0.00
  35401  397447 20240731 105108    6.99    0.00   20.54   7.61 2.32      30   39.31    3887   27.71   15630    0.52    0.00
  35398  397454 20240731 105156    8.02    0.00   20.19   7.57 1.85      24   39.13    3898   27.80   15683    0.21    0.00
  35397  397457 20240731 105213    9.01    0.00   20.19   7.57 1.82      24   39.34    3918   27.95   15774    0.22    0.00
  35393  397467 20240731 105322    9.94    0.00   19.70   7.52 1.20      16   39.04    3928   28.04   15825    0.20    0.00
  35391  397475 20240731 105440   10.99    0.00   19.20   7.48 0.36       5   38.56    3922   27.99   15801    0.17    0.00
