# VERTIKAAL 20 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 12:31:04
#X: 33946 - Y: 400627
#00 DONARLOCATIE: VTS-102
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33946  400627 20240731 123114    0.96    0.00   22.03   8.00 7.30      98   39.52    3788   26.92   15174    2.69    0.00
  33949  400625 20240731 123131    2.01    0.00   22.01   8.00 7.32      98   39.51    3789   26.92   15174    2.63    0.00
  33950  400623 20240731 123145    3.07    0.00   21.95   8.00 7.35      98   39.46    3788   26.92   15174    2.68    0.00
  33953  400618 20240731 123216    3.96    0.00   21.44   7.92 6.55      87   39.04    3788   26.92   15175    2.06    0.00
  33957  400609 20240731 123304    4.96    0.00   20.71   7.76 4.56      60   38.44    3787   26.92   15177    1.38    0.00
  33959  400602 20240731 123354    6.00    0.00   20.17   7.63 3.30      43   38.04    3790   26.95   15194    0.69    0.00
  33959  400599 20240731 123416    6.98    0.00   19.60   7.49 2.05      26   37.58    3789   26.94   15193    0.51    0.00
  33956  400593 20240731 123454    8.04    0.00   19.34   7.45 1.19      15   37.35    3787   26.93   15185    0.45    0.00
  33954  400585 20240731 123542    9.02    0.00   18.66   7.44 0.87      11   36.87    3794   26.98   15218    0.17    0.00
  33953  400583 20240731 123556    9.96    0.00   18.74   7.46 0.88      11   37.03    3805   27.07   15268    0.15    0.00
  33952  400580 20240731 123610   11.00    0.00   18.70   7.46 0.90      11   37.04    3809   27.10   15285    0.13    0.00
  33951  400577 20240731 123626   12.07    0.00   18.68   7.47 0.87      11   37.09    3815   27.15   15315    0.13    0.00
  33950  400573 20240731 123653   12.98    0.00   18.48   7.47 0.73       9   36.90    3812   27.12   15303    0.18    0.00
  33949  400569 20240731 123727   14.02    0.00   18.14   7.46 0.57       7   36.56    3806   27.07   15275    0.16    0.00
