# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 08:00:23
#X: 45406 - Y: 396447
#00 DONARLOCATIE: VTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45406  396447 20240731 80031    1.06    0.00   23.36   8.10 8.45     116   41.31    3854   27.44   15466    1.42    0.00
  45395  396441 20240731 80109    2.08    0.00   23.34   8.09 8.30     114   41.35    3859   27.48   15485    1.61    0.00
  45392  396438 20240731 80227    3.00    0.00   22.61   7.91 5.50      75   41.07    3890   27.73   15632    1.55    0.00
  45392  396439 20240731 80302    4.00    0.00   21.85   7.92 5.55      75   41.65    4007   28.66   16173    1.67    0.00
  45392  396440 20240731 80322    4.92    0.00   21.77   7.91 5.68      76   41.84    4032   28.86   16288    1.32    0.00
  45391  396440 20240731 80400    6.04    0.00   21.54   7.95 5.83      78   42.05    4071   29.17   16468    1.24    0.00
  45390  396440 20240731 80420    6.94    0.00   21.48   7.95 5.82      78   42.04    4076   29.21   16490    1.46    0.00
  45387  396440 20240731 80446    7.95    0.00   21.44   7.96 5.85      78   42.05    4079   29.24   16508    0.87    0.00
  45375  396438 20240731 80609    8.92    0.00   21.33   7.92 5.39      72   41.97    4082   29.26   16521    0.95    0.00
  45370  396435 20240731 80644   10.08    0.00   21.35   7.93 5.52      74   42.01    4084   29.27   16530    1.02    0.00
