# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 07:31:38
#X: 48093 - Y: 396554
#00 DONARLOCATIE: VTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48093  396554 20240731 73146    1.07    0.00   23.16   8.10 8.16     112   41.52    3889   27.72   15626    1.62    0.00
  48088  396556 20240731 73210    1.96    0.00   23.17   8.10 8.14     112   41.54    3890   27.73   15630    1.67    0.00
  48081  396559 20240731 73312    3.06    0.00   23.25   8.15 8.64     119   42.95    4015   28.72   16202    2.00    0.00
  48076  396558 20240731 73358    3.92    0.00   22.85   8.12 8.16     112   43.23    4075   29.20   16478    1.82    0.00
  48051  396565 20240731 73436    5.07    0.00   22.23   8.09 7.60     104   43.01    4105   29.44   16623    1.23    0.00
  48038  396591 20240731 73526    5.93    0.00   22.18   8.09 7.63     104   42.95    4103   29.43   16614    1.40    0.00
  48039  396598 20240731 73609    7.02    0.00   21.92   8.05 7.06      96   42.71    4103   29.42   16612    1.23    0.00
  48040  396600 20240731 73627    7.91    0.00   21.93   8.05 7.02      95   42.70    4102   29.42   16609    1.08    0.00
  48046  396610 20240731 73729    9.06    0.00   21.72   8.04 6.81      92   42.58    4107   29.46   16634    1.39    0.00
  48052  396616 20240731 73836   10.05    0.00   21.53   8.01 6.35      85   42.42    4108   29.47   16640    1.20    0.00
  48053  396618 20240731 73907   11.09    0.00   21.47   8.01 6.26      84   42.38    4110   29.48   16648    1.08    0.00
  48054  396619 20240731 73937   11.89    0.00   21.40   8.01 6.28      84   42.36    4114   29.51   16668    1.25    0.00
  48054  396616 20240731 74035   13.00    0.00   21.33   8.00 6.06      81   42.31    4114   29.51   16668    0.99    0.00
