# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 11:38:15
#X: 33143 - Y: 400234
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33143  400234 20240731 113829    0.95    0.00   22.78   8.08 8.11     110   40.16    3791   26.94   15180    2.74    0.00
  33143  400236 20240731 113849    1.93    0.00   22.78   8.08 8.11     110   40.17    3791   26.94   15181    2.77    0.00
  33143  400237 20240731 113921    2.91    0.00   22.77   8.07 8.02     109   40.15    3790   26.94   15178    2.91    0.00
  33143  400237 20240731 113938    3.97    0.00   22.65   8.07 8.07     109   40.08    3793   26.96   15190    2.52    0.00
  33135  400245 20240731 114040    4.95    0.00   21.59   7.89 5.92      79   39.19    3791   26.95   15188    2.42    0.00
  33127  400241 20240731 114303    6.00    0.00   19.84   7.53 1.84      24   37.89    3803   27.04   15251    0.41    0.00
  33125  400235 20240731 114352    7.06    0.00   19.56   7.49 1.36      17   37.69    3804   27.06   15261    0.33    0.00
  33152  400222 20240731 114513    8.01    0.00   19.27   7.46 1.07      14   37.44    3803   27.05   15256    0.29    0.00
  33157  400221 20240731 114546    9.00    0.00   18.96   7.45 0.92      12   37.16    3800   27.03   15244    0.21    0.00
  33160  400221 20240731 114607   10.38    0.00   18.86   7.46 0.90      11   37.17    3808   27.09   15281    0.19    0.00
  33163  400220 20240731 114624   11.52    0.00   18.91   7.47 0.92      12   37.28    3816   27.15   15318    0.20    0.00
  33165  400221 20240731 114646   12.33    0.00   18.98   7.48 0.94      12   37.40    3822   27.20   15345    0.19    0.00
  33169  400222 20240731 114744   13.05    0.00   19.33   7.52 1.15      15   37.96    3850   27.42   15471    0.15    0.00
  33170  400223 20240731 114807   13.97    0.00   19.38   7.53 1.18      15   38.05    3856   27.47   15496    0.19    0.00
