# VERTIKAAL 18 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 12:02:32
#X: 33461 - Y: 400778
#00 DONARLOCATIE: VTS-100
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33461  400778 20240731 120240    1.03    0.00   22.07   8.07 8.05     108   39.56    3789   26.93   15175    2.42    0.00
  33473  400796 20240731 120313    2.03    0.00   22.04   8.07 7.99     107   39.53    3788   26.92   15174    2.56    0.00
  33475  400797 20240731 120335    2.92    0.00   22.03   8.06 7.95     106   39.53    3789   26.92   15174    2.71    0.00
  33477  400802 20240731 120400    3.94    0.00   22.00   8.06 7.92     106   39.50    3788   26.92   15174    2.46    0.00
  33480  400809 20240731 120440    5.04    0.00   20.93   7.82 5.48      72   38.72    3797   27.00   15220    1.90    0.00
  33489  400824 20240731 120605    5.99    0.00   20.15   7.62 3.14      41   38.03    3791   26.95   15197    1.25    0.00
  33494  400831 20240731 120658    7.00    0.00   19.88   7.56 2.42      31   37.85    3794   26.98   15211    0.76    0.00
  33495  400835 20240731 120842    7.92    0.00   19.41   7.47 1.31      17   37.55    3802   27.04   15253    0.36    0.00
  33490  400828 20240731 120949    8.97    0.00   19.03   7.44 0.92      12   37.20    3797   27.01   15232    0.25    0.00
  33486  400827 20240731 121015   10.10    0.00   18.88   7.46 0.91      11   37.19    3810   27.10   15289    0.16    0.00
  33481  400825 20240731 121050   10.98    0.00   18.94   7.48 0.98      12   37.34    3819   27.18   15331    0.21    0.00
  33479  400825 20240731 121107   12.02    0.00   18.97   7.48 0.96      12   37.44    3827   27.24   15369    0.19    0.00
