# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 09:08:17
#X: 40110 - Y: 395989
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40110  395989 20240731 90834    0.98    0.00   23.15   8.06 7.76     106   40.66    3810   27.09   15264    1.75    0.00
  40112  395993 20240731 90859    1.93    0.00   23.14   8.07 7.88     108   40.67    3811   27.10   15269    1.93    0.00
  40113  395997 20240731 90941    3.07    0.00   23.08   8.05 7.75     106   40.65    3813   27.12   15281    1.99    0.00
  40114  396000 20240731 91023    4.02    0.00   22.11   7.86 5.62      75   40.28    3854   27.44   15472    2.63    0.00
  40109  396005 20240731 91141    4.90    0.00   21.45   7.74 3.72      50   40.79    3957   28.26   15945    0.90    0.00
  40104  396008 20240731 91211    6.01    0.00   21.40   7.75 3.71      50   41.00    3981   28.45   16057    0.84    0.00
  40100  396006 20240731 91240    7.06    0.00   21.35   7.76 3.77      50   41.09    3994   28.56   16117    0.56    0.00
  40093  396007 20240731 91314    8.01    0.00   21.34   7.78 3.85      51   41.18    4004   28.64   16162    0.36    0.00
  40085  396007 20240731 91342    8.94    0.00   21.30   7.79 3.96      53   41.22    4011   28.69   16192    0.25    0.00
  40104  396008 20240731 91636    9.99    0.00   21.21   7.79 3.90      52   41.19    4015   28.72   16213    0.27    0.00
  40113  396010 20240731 91704   10.93    0.00   21.16   7.78 3.82      51   41.13    4014   28.72   16208    0.21    0.00
  40124  396014 20240731 91755   12.04    0.00   20.96   7.75 3.56      47   40.91    4010   28.68   16190    0.26    0.00
  40128  396015 20240731 91826   13.09    0.00   20.89   7.74 3.47      46   40.86    4011   28.69   16195    0.22    0.00
  40133  396013 20240731 91940   13.92    0.00   20.64   7.70 3.01      40   40.56    4002   28.62   16157    0.17    0.00
  40132  396009 20240731 92010   15.04    0.00   20.58   7.69 2.93      38   40.49    4000   28.61   16148    0.19    0.00
  40133  396007 20240731 92038   16.00    0.00   20.51   7.68 2.82      37   40.43    3999   28.60   16145    0.28    0.00
  40132  396003 20240731 92107   17.06    0.00   20.46   7.67 2.73      36   40.37    3999   28.60   16142    0.20    0.00
  40132  395999 20240731 92133   18.07    0.00   20.39   7.66 2.63      35   40.31    3998   28.59   16139    0.19    0.00
  40131  395994 20240731 92208   19.02    0.00   20.34   7.65 2.56      33   40.26    3997   28.59   16137    0.14    0.00
  40130  395992 20240731 92229   20.12    0.00   20.29   7.65 2.49      33   40.22    3997   28.59   16137    0.20    0.00
  40128  395990 20240731 92256   21.02    0.00   20.24   7.64 2.37      31   40.16    3996   28.57   16131    0.23    0.00
  40126  395989 20240731 92318   22.03    0.00   20.23   7.63 2.31      30   40.15    3996   28.57   16131    0.16    0.00
