# VERTIKAAL 19 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 12:14:19
#X: 33804 - Y: 400912
#00 DONARLOCATIE: VTS-101
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33804  400912 20240731 121427    1.00    0.00   21.84   8.01 7.47     100   39.37    3788   26.92   15174    2.15    0.00
  33805  400913 20240731 121446    1.97    0.00   21.84   8.01 7.45      99   39.37    3788   26.92   15174    2.26    0.00
  33806  400913 20240731 121501    3.03    0.00   21.81   8.00 7.45      99   39.35    3789   26.93   15179    2.52    0.00
  33808  400911 20240731 121541    4.01    0.00   21.77   7.99 6.38      85   39.27    3784   26.89   15154    2.29    0.00
  33816  400905 20240731 121657    4.99    0.00   21.35   7.91 5.59      74   38.88    3779   26.85   15136    2.13    0.00
  33836  400894 20240731 121848    6.09    0.00   20.22   7.64 3.16      41   38.07    3790   26.94   15191    1.29    0.00
  33844  400890 20240731 121959    7.04    0.00   19.86   7.54 2.04      26   37.82    3794   26.98   15212    0.64    0.00
  33846  400883 20240731 122132    8.02    0.00   18.91   7.43 0.71       9   37.04    3791   26.96   15206    0.30    0.00
  33846  400879 20240731 122155    8.97    0.00   18.76   7.45 0.71       9   37.03    3803   27.05   15258    0.15    0.00
  33847  400873 20240731 122235   10.04    0.00   18.86   7.47 0.91      11   37.22    3814   27.14   15309    0.15    0.00
  33849  400869 20240731 122255   10.93    0.00   18.81   7.47 0.90      11   37.19    3815   27.15   15314    0.12    0.00
  33850  400866 20240731 122320   11.99    0.00   18.84   7.48 0.90      11   37.27    3820   27.18   15336    0.15    0.00
  33851  400860 20240731 122401   13.00    0.00   18.69   7.48 0.78      10   37.14    3819   27.18   15334    0.13    0.00
  33851  400851 20240731 122453   13.90    0.00   18.49   7.47 0.62       8   36.95    3816   27.16   15322    0.18    0.00
  33849  400845 20240731 122557   15.00    0.00   18.05   7.47 0.37       5   36.55    3811   27.12   15302    0.16    0.00
  33846  400844 20240731 122639   15.99    0.00   17.26   7.49 0.07       1   35.81    3800   27.03   15252    0.14    0.00
