# VERTIKAAL 15 M.C.ECOS 8 VERTIKAAL
* 31-07-2024 11:13:30
#X: 33911 - Y: 398858
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): Schouwenaars
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33911  398858 20240731 111352    0.95    0.00   22.90   8.07 7.83     106   40.22    3788   26.92   15166    2.24    0.00
  33906  398862 20240731 111418    2.03    0.00   22.92   8.05 7.76     105   40.27    3790   26.94   15176    2.21    0.00
  33903  398864 20240731 111511    3.03    0.00   22.87   8.04 7.57     103   40.24    3791   26.94   15181    2.40    0.00
  33902  398864 20240731 111530    3.96    0.00   22.79   8.04 7.53     102   40.17    3791   26.94   15179    2.49    0.00
  33901  398865 20240731 111717    4.91    0.00   20.41   7.66 3.42      44   38.31    3798   27.00   15225    0.86    0.00
  33901  398863 20240731 111827    5.94    0.00   20.20   7.59 2.54      33   38.26    3810   27.10   15282    0.76    0.00
  33905  398859 20240731 111934    6.96    0.00   19.91   7.53 1.72      22   38.19    3826   27.23   15357    0.33    0.00
  33907  398857 20240731 112014    7.95    0.00   19.69   7.51 1.46      19   38.02    3828   27.24   15366    0.19    0.00
  33908  398856 20240731 112046    8.96    0.00   19.48   7.50 1.35      17   37.85    3827   27.24   15364    0.30    0.00
  33909  398854 20240731 112111   10.06    0.00   19.47   7.51 1.33      17   37.94    3836   27.31   15407    0.20    0.00
  33911  398852 20240731 112153   10.91    0.00   19.39   7.51 1.32      17   37.85    3834   27.29   15397    0.21    0.00
  33912  398852 20240731 112212   12.06    0.00   19.54   7.52 1.32      17   37.99    3836   27.31   15407    0.18    0.00
  33914  398854 20240731 112302   13.06    0.00   19.77   7.55 1.60      21   38.40    3858   27.48   15505    0.18    0.00
  33913  398855 20240731 112319   13.99    0.00   19.82   7.55 1.58      20   38.52    3866   27.55   15541    0.14    0.00
  33913  398857 20240731 112337   15.05    0.00   19.83   7.56 1.58      20   38.55    3869   27.57   15555    0.20    0.00
  33912  398858 20240731 112354   16.08    0.00   19.84   7.56 1.58      20   38.62    3874   27.61   15578    0.21    0.00
  33912  398860 20240731 112417   17.10    0.00   19.85   7.56 1.49      19   38.68    3880   27.66   15604    0.16    0.00
  33912  398860 20240731 112438   18.05    0.00   19.81   7.56 1.48      19   38.65    3881   27.66   15608    0.14    0.00
  33912  398860 20240731 112520   19.04    0.00   19.67   7.55 1.29      17   38.55    3882   27.67   15613    0.09    0.00
  33912  398860 20240731 112551   20.04    0.00   19.60   7.55 1.17      15   38.49    3882   27.67   15612    0.15    0.00
  33911  398862 20240731 112637   20.97    0.00   19.42   7.54 0.93      12   38.32    3880   27.66   15605    0.18    0.00
  33910  398863 20240731 112716   22.04    0.00   19.29   7.54 0.73       9   38.21    3879   27.65   15603    0.19    0.00
