# VERTIKAAL 1 M.C.ECOS 8 VERTIKAAL
* 06-02-2025 09:05:04
#X: 77150 - Y: 406200
#06 PROJECTCODE: ATS ZTS
#00 DONARLOCATIE: ZTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: VOLKERAK/ZOOMMEER
#22 STARTPUNT: krammer
#23 EINDPUNT: kreekrak
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXAXAMDBG
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHYCOUG
  77150  406200 20250206 90505    1.01   14.14    4.30   8.15    0.72     105    0.59     221    0.91    3.05   -0.59
  77150  406200 20250206 90516    2.09   12.67    4.29   8.15    0.72     105    0.59     220    0.94    3.00   -0.55
  77150  406200 20250206 90526    3.03   11.73    4.39   8.16    0.77     112    0.63     242    0.87    3.01   -0.63
  77150  406200 20250206 90530    4.06   10.72    4.41   8.16    0.78     114    0.64     250    0.83    2.97   -0.69
  77150  406200 20250206 90534    5.10    9.62    4.44   8.17    0.81     118    0.67     264    0.88    3.13   -0.57
  77150  406200 20250206 90538    6.07    8.67    4.42   8.17    0.83     120    0.68     272    0.82    3.03   -0.68
  77150  406200 20250206 90542    7.10    7.21    4.40   8.18    0.92     134    0.75     313    0.79    2.86   -0.69
  77150  406200 20250206 90545    8.12    5.11    4.39   8.19    0.96     139    0.79     332    0.77    2.71   -0.67
  77150  406200 20250206 90549    9.07    5.36    4.39   8.20    0.99     145    0.82     351    0.75    2.76   -0.69
  77150  406200 20250206 90552   10.06    4.55    4.39   8.20    1.03     150    0.85     368    0.73    2.66   -0.69
  77150  406200 20250206 90557   11.13    3.38    4.41   8.21    1.05     153    0.88     381    0.78    2.65   -0.72
  77150  406200 20250206 90600   12.13    2.32    4.46   8.20    1.09     159    0.91     399    0.69    2.75   -0.58
  77150  406200 20250206 90606   13.14    1.17    4.54   8.20    1.13     163    0.93     415    0.70    2.79   -0.63
