# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 06-02-2025 14:45:16
#X: 76900 - Y: 376922
#00 DONARLOCATIE: ZTS-43
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par16.dat
## TLU        oC <-->
## LUCHTDK    hPa <1042>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHYCOUG
  76900  376922 20250206 144529    0.93    5.45    5.69   8.24 12.4      98    2.50     351    2.09    1054    0.90   21.16   -0.52
  76900  376922 20250206 144543    2.04    4.21    5.70   8.24 12.4      98    2.51     352    2.10    1058    0.82   21.37   -0.68
  76900  376922 20250206 144556    3.06    3.24    5.73   8.24 12.4      98    2.53     355    2.12    1069    0.97   22.70   -0.46
  76900  376922 20250206 144614    3.98    2.38    5.75   8.24 12.4      98    2.54     357    2.12    1073    0.93   22.45   -0.52
  76900  376922 20250206 144631    5.05    1.23    5.78   8.24 12.4      98    2.56     358    2.13    1080    0.91   22.22   -0.63
  76900  376922 20250206 144644    5.97    0.75    5.80   8.24 12.4      98    2.57     360    2.14    1085    1.04   23.62   -0.54
