# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 06-02-2025 11:09:05
#X: 75750 - Y: 406440
#00 DONARLOCATIE: STEENBGN
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHYCOUG
  75750  406440 20250206 110913    1.10    8.24    4.38   8.16 12.5      94    0.77     112    0.63     243    0.96    3.04   -0.62
  75750  406440 20250206 110928    2.07    7.36    4.38   8.15 12.5      94    0.77     112    0.63     244    0.89    3.05   -0.69
  75750  406440 20250206 110941    3.02    6.34    4.37   8.15 12.5      94    0.77     113    0.63     245    0.84    3.06   -0.61
  75750  406440 20250206 110954    4.13    5.25    4.38   8.15 12.5      94    0.79     114    0.64     251    0.86    3.05   -0.71
  75750  406440 20250206 111009    5.07    4.15    4.39   8.15 12.4      94    0.79     115    0.65     255    0.86    3.03   -0.64
  75750  406440 20250206 111025    5.98    3.29    4.40   8.15 12.4      94    0.80     116    0.66     258    0.84    3.03   -0.66
  75750  406440 20250206 111053    7.05    2.14    4.43   8.15 12.4      94    0.81     118    0.67     264    0.76    3.12   -0.67
  75750  406440 20250206 111108    7.99    1.15    4.44   8.16 12.4      94    0.83     120    0.68     271    0.82    3.04   -0.66
