X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.66084833;4.356638333;20250625;94200;-100;20.57;8.38;93.83;8.41;181.13;-0.65;0.51;92.09;2.35;0.99;0.93;11.34
51.66085;4.356646667;20250625;94203;-200;20.57;8.38;93.85;8.41;181.12;-0.74;0.51;92.09;2.23;0.99;0.93;10.24
51.66085333;4.356666667;20250625;94206;-300;20.57;8.38;93.76;8.41;180.84;-0.69;0.5;91.99;2.33;0.93;0.93;9.26
51.66085667;4.356673333;20250625;94209;-400;20.56;8.38;93.64;8.4;180.58;-0.69;0.5;91.9;2.28;0.93;0.93;8.12
51.66085667;4.35668;20250625;94212;-500;20.55;8.38;93.54;8.39;180.34;-0.67;0.5;91.82;2.33;0.9;0.93;7.15
51.66085833;4.356683333;20250625;94215;-600;20.55;8.38;93.41;8.38;180.35;-0.69;0.5;91.82;2.45;0.93;0.93;6.08
51.66086;4.356691667;20250625;94218;-700;20.55;8.38;93.31;8.37;180.98;-0.73;0.5;92.04;2.31;0.92;0.93;5.03
51.66086167;4.356696667;20250625;94221;-800;20.55;8.38;93.29;8.37;181.51;-0.68;0.51;92.22;2.42;0.88;0.93;4.05
51.66086333;4.356698333;20250625;94224;-900;20.55;8.38;93.18;8.36;181.51;-0.75;0.51;92.22;2.2;0.95;0.93;3.05
51.660865;4.356703333;20250625;94228;-1000;20.55;8.39;93.12;8.35;181.99;-0.72;0.51;92.38;2.33;0.89;0.93;2.04
51.66086833;4.356713333;20250625;94234;-1100;20.54;8.39;93.07;8.35;182.14;-0.76;0.51;92.43;2.48;0.8;0.94;0.98
