X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.68808667;4.390501667;20250625;100720;-95;20.85;8.27;96.97;8.65;123.61;-0.71;0.39;70.65;2.46;1.69;0.73;10.03
51.68812333;4.390511667;20250625;100749;-196;20.91;8.29;97.3;8.67;122.12;-0.62;0.38;70.08;2.52;1.86;0.72;9.39
51.68815333;4.390515;20250625;100808;-304;20.98;8.28;97.58;8.68;118.12;-0.65;0.38;68.53;2.61;1.97;0.71;7.52
51.68817667;4.390508333;20250625;100826;-402;20.73;8.27;96.47;8.63;132.86;-0.7;0.41;74.15;2.64;1.23;0.76;0.33
51.68820333;4.390508333;20250625;100843;-504;20.53;8.29;94.11;8.45;158.28;-0.81;0.46;83.38;2.44;0.68;0.85;6.43
51.68822833;4.390506667;20250625;100900;-605;20.47;8.3;92.01;8.26;170.11;-0.66;0.48;87.49;3.14;0.99;0.89;0.12
51.68824333;4.390506667;20250625;100915;-700;20.46;8.29;90.97;8.17;175.08;-0.59;0.49;89.19;3.22;0.7;0.91;4.46
51.68826;4.390506667;20250625;100932;-797;20.45;8.29;90.59;8.14;178.57;-0.74;0.5;91.22;3.8;0.82;0.92;3.92
51.688275;4.390486667;20250625;100949;-907;20.43;8.29;90.16;8.1;181.92;-0.74;0.51;92.36;3.9;0.87;0.93;0.39
51.68826833;4.390425;20250625;101006;-996;20.38;8.29;89.22;8.03;185.43;-0.7;0.51;93.54;4.24;0.75;0.94;1.51
