X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.47367;4.227511667;20250625;133254;-95;20.73;8.53;95.49;8.53;363.71;-0.76;0.83;148.41;1.73;0.58;1.51;15.85
51.47371667;4.227441667;20250625;133407;-206;20.59;8.53;94.96;8.5;365.19;-0.64;0.83;148.84;2;0.48;1.51;0.3
51.47376333;4.227433333;20250625;133429;-308;20.65;8.54;94.87;8.48;365.2;-0.68;0.83;148.84;1.94;0.47;1.51;13.98
51.47382167;4.227401667;20250625;133507;-421;20.62;8.54;94.43;8.45;365.49;-0.74;0.83;148.93;2.02;0.45;1.51;12.87
51.47384333;4.227401667;20250625;133521;-402;20.61;8.54;94.5;8.46;365.94;-0.78;0.83;149.06;2.19;0.47;1.51;13.04
51.47386333;4.22741;20250625;133544;-507;20.61;8.53;94.37;8.45;365.99;-0.81;0.83;149.08;2.17;0.47;1.51;12.02
51.47387667;4.227421667;20250625;133606;-612;20.6;8.53;94.1;8.42;366.05;-0.71;0.83;149.09;2.29;0.46;1.51;10.93
51.47387667;4.227443333;20250625;133628;-708;20.52;8.53;93.75;8.4;368;-0.7;0.84;149.66;2.53;0.5;1.51;9.97
51.47386;4.227453333;20250625;133647;-812;20.49;8.53;93.3;8.37;366.88;-0.8;0.84;149.33;2.24;0.46;1.51;8.94
51.473835;4.227475;20250625;133705;-910;20.48;8.53;93.23;8.36;367.01;-0.73;0.84;149.37;2.51;0.46;1.51;7.88
51.47382;4.227483333;20250625;133722;-1007;20.47;8.52;92.89;8.33;368.12;-0.72;0.84;149.69;2.69;0.42;1.51;6.93
51.47380667;4.227481667;20250625;133739;-1106;20.46;8.52;92.49;8.3;369.29;-0.76;0.84;150.03;2.84;0.53;1.52;5.87
51.47379;4.227455;20250625;133756;-1209;20.45;8.52;92.15;8.27;370.38;-0.71;0.84;150.35;3.15;0.46;1.52;4.82
51.47378333;4.22744;20250625;133812;-1300;20.46;8.51;91.94;8.25;371.03;-0.77;0.84;150.54;3.54;0.45;1.52;3.94
51.47378;4.227416667;20250625;133831;-1410;20.45;8.5;90.92;8.16;375.94;-0.82;0.85;151.96;4.2;0.49;1.53;2.76
51.473785;4.2274;20250625;133848;-1501;20.45;8.5;90.14;8.09;382.06;-0.86;0.86;153.74;3.93;0.46;1.55;1.87
51.47379;4.227371667;20250625;133905;-1628;20.31;8.43;86.15;7.75;446.52;-0.74;0.97;172.38;4.84;0.63;1.74;0.46
