# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 24-07-2024 10:57:15
#X: 50051 - Y: 418351
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  50051  418351 20240724 105745    0.96   17.09   20.65   8.12 8.39     109   39.04    3851   27.42   15466    2.66    0.00
  50006  418338 20240724 105820    2.08   16.09   20.58   8.10 8.29     107   38.99    3851   27.42   15468    4.92    0.00
  50003  418336 20240724 105900    3.04   15.36   20.55   8.07 7.91     102   38.97    3851   27.43   15469    3.39    0.00
  49997  418332 20240724 105946    3.98   14.33   20.38   8.04 7.56      98   38.88    3857   27.47   15495    2.84    0.00
  49992  418328 20240724 110020    4.98   13.59   20.24   8.06 7.68      99   38.77    3857   27.47   15498    3.01    0.00
  49987  418323 20240724 110108    5.97   12.74   20.06   8.00 7.32      94   38.78    3873   27.60   15572    2.65    0.00
  49979  418306 20240724 110248    6.97   12.26   19.78   7.90 6.06      78   39.01    3919   27.97   15782    2.20    0.00
  49977  418301 20240724 110318    7.97   11.39   19.89   7.91 5.77      74   40.05    4014   28.72   16216    1.37    0.00
  49975  418296 20240724 110342    9.05   10.39   19.99   7.95 6.11      79   40.53    4053   29.03   16397    1.26    0.00
  49973  418293 20240724 110358   10.07    9.53   20.00   7.95 6.06      78   40.73    4073   29.19   16489    0.96    0.00
  49969  418287 20240724 110421   11.03    8.70   19.93   7.97 6.03      78   40.93    4099   29.39   16606    0.67    0.00
  49959  418274 20240724 110518   12.02    7.65   19.63   7.95 5.64      73   40.88    4120   29.57   16708    0.84    0.00
  49907  418241 20240724 110606   12.97    7.11   19.51   7.94 5.43      70   40.77    4120   29.56   16705    0.55    0.00
  49895  418238 20240724 110650   13.98    5.61   18.88   7.89 4.74      60   40.11    4108   29.48   16657    0.67    0.00
  49861  418226 20240724 110740   14.91   41.68   18.26   7.83 3.81      48   39.47    4097   29.39   16609    0.59    0.00
  49792  418222 20240724 110925   15.97    9.53   15.97   7.63 0.42       5   37.38    4082   29.27   16549    0.64    0.00
  49782  418221 20240724 111014   17.06   11.21   13.02   7.62 0.15       2   35.25    4121   29.59   16746    0.31    0.00
  49780  418220 20240724 111028   18.04   10.93   11.95   7.59 0.11       1   34.55    4144   29.78   16858    0.17    0.00
  49778  418220 20240724 111043   18.99    9.89   11.47   7.58 0.09       1   34.16    4144   29.78   16861    0.15    0.00
  49776  418219 20240724 111102   19.97    8.58   11.26   7.57 0.08       1   33.98    4145   29.79   16863    0.22    0.00
  49774  418219 20240724 111117   20.95    7.55   11.16   7.57 0.06       1   33.92    4147   29.80   16873    0.17    0.00
  49773  418217 20240724 111135   21.98    6.19   11.09   7.57 0.06       1   33.86    4146   29.80   16872    0.24    0.00
  49773  418216 20240724 111150   23.06    4.78   11.04   7.57 0.05       1   33.82    4147   29.81   16875    0.21    0.00
  49773  418215 20240724 111205   24.03    4.01   11.04   7.57 0.04       0   33.82    4146   29.80   16873    0.26    0.00
  49775  418214 20240724 111230   24.97    3.09   10.99   7.57 0.04       0   33.78    4147   29.81   16876    0.16    0.00
  49776  418214 20240724 111244   26.09    1.75   10.98   7.58 0.03       0   33.77    4147   29.81   16876    0.26    0.00
  49778  418214 20240724 111304   26.94    0.00   10.91   7.57 0.03       0   33.72    4148   29.82   16882    0.18    0.00
