# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 24-07-2024 07:45:38
#X: 67628 - Y: 411401
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67628  411401 20240724 74547    1.06   11.18   21.14   8.04 7.12      93   39.07    3815   27.14   15300    1.55    0.00
  67601  411397 20240724 74601    2.00   10.28   21.14   8.03 7.13      93   39.06    3813   27.13   15293    1.34    0.00
  67590  411394 20240724 74615    3.01    9.19   21.12   8.04 7.15      93   39.02    3812   27.11   15284    1.30    0.00
  67580  411392 20240724 74630    4.06    8.20   21.15   8.04 7.15      93   39.08    3815   27.14   15300    1.30    0.00
  67580  411392 20240724 74644    5.06    7.26   21.17   8.03 7.14      93   39.12    3817   27.15   15309    1.30    0.00
  67579  411391 20240724 74658    5.99    6.30   21.18   8.03 7.11      93   39.15    3819   27.17   15317    1.41    0.00
  67575  411389 20240724 74728    6.99    5.51   21.19   8.03 7.02      92   39.17    3820   27.18   15323    1.19    0.00
  67571  411387 20240724 74800    8.04    4.29   21.12   7.99 6.72      88   39.13    3822   27.19   15332    1.06    0.00
  67566  411380 20240724 74838    9.05    3.30   21.00   7.97 6.50      85   39.03    3822   27.19   15331    0.93    0.00
  67562  411374 20240724 74907    9.99    2.29   20.95   7.96 6.38      83   39.03    3826   27.22   15349    0.80    0.00
  67559  411370 20240724 74927   10.98    1.34   20.94   7.98 6.35      83   39.14    3838   27.32   15404    1.00    0.00
  67558  411367 20240724 74943   11.97    0.00   20.33   7.74 5.23      68   38.97    3870   27.58   15557    0.62    0.00
