# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 24-07-2024 09:31:30
#X: 58012 - Y: 417046
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  58012  417046 20240724 93138    1.07   20.05   21.03   8.05 7.45      97   39.22    3838   27.32   15407    2.34    0.00
  58002  417067 20240724 93209    2.01    0.00   21.03   8.04 7.36      96   39.22    3838   27.32   15405    2.17    0.00
  58001  417069 20240724 93225    2.97   17.65   21.04   8.04 7.39      96   39.23    3839   27.32   15408    2.21    0.00
  57999  417072 20240724 93245    3.97   16.54   21.04   8.04 7.37      96   39.23    3839   27.32   15408    2.87    0.00
  57998  417075 20240724 93306    5.03   15.41   21.03   8.04 7.33      96   39.22    3838   27.32   15407    2.09    0.00
  57997  417078 20240724 93323    6.08   14.39   21.02   8.04 7.30      95   39.22    3838   27.32   15406    1.89    0.00
  57996  417081 20240724 93342    6.94   11.00   21.02   8.03 7.29      95   39.22    3838   27.32   15407    2.66    0.00
  57995  417083 20240724 93356    8.01   12.58   21.02   8.03 7.28      95   39.22    3839   27.32   15408    2.56    0.00
  57994  417085 20240724 93410    9.01   11.58   21.02   8.03 7.28      95   39.22    3839   27.32   15408    2.53    0.00
  57994  417087 20240724 93424    9.99   10.69   21.01   8.04 7.28      95   39.21    3839   27.32   15408    1.77    0.00
  57992  417086 20240724 93440   10.97    7.11   21.00   8.03 7.25      95   39.20    3839   27.33   15410    2.57    0.00
  58001  417073 20240724 93524   11.91    7.69   20.45   7.95 6.14      79   38.83    3846   27.39   15447    1.73    0.00
  58012  417057 20240724 93643   12.99    8.59   19.09   7.78 4.61      58   38.00    3874   27.61   15580    0.59    0.00
  58009  417058 20240724 93733   14.04    4.94   18.56   7.72 4.09      51   37.76    3895   27.78   15677    0.24    0.00
  58008  417061 20240724 93752   15.02    5.98   18.58   7.73 4.07      51   37.79    3896   27.79   15683    0.32    0.00
  58005  417066 20240724 93825   16.08    4.96   18.58   7.73 4.04      51   37.82    3899   27.81   15697    0.42    0.00
  58005  417068 20240724 93839   17.06    3.96   18.61   7.73 4.03      50   37.87    3901   27.83   15708    0.41    0.00
  57991  417080 20240724 93918   18.00    2.71   18.65   7.73 3.89      49   38.12    3924   28.01   15813    0.32    0.00
  57952  417098 20240724 94007   19.03    0.98   18.56   7.73 3.74      47   38.44    3964   28.33   15995    0.23    0.00
