# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 24-07-2024 08:05:15
#X: 65298 - Y: 412077
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65298  412077 20240724 80523    1.08   12.49   21.17   8.00 6.89      90   39.07    3812   27.12   15288    1.24    0.00
  65301  412075 20240724 80556    1.99   11.59   21.17   8.00 6.81      89   39.09    3814   27.13   15296    1.05    0.00
  65302  412070 20240724 80628    2.98    9.88   21.15   8.00 6.77      89   39.09    3816   27.15   15304    0.91    0.00
  65301  412068 20240724 80701    4.08    8.20   21.12   8.00 6.70      88   39.09    3818   27.16   15314    1.03    0.00
  65299  412061 20240724 80750    4.99    5.09   21.15   7.99 6.56      86   39.13    3819   27.17   15319    0.75    0.00
  65296  412055 20240724 80824    6.05    2.98   21.16   7.97 6.36      83   39.20    3826   27.22   15349    0.75    0.00
  65282  412047 20240724 80905    7.05    1.85   21.20   7.96 6.12      80   39.28    3831   27.26   15372    0.93    0.00
  65263  412044 20240724 80939    8.03    1.06   21.24   7.96 6.05      79   39.35    3834   27.28   15384    0.86    0.00
  65224  412085 20240724 81030    9.08    5.30   21.12   7.95 5.94      78   39.24    3833   27.28   15381    0.85    0.00
  65221  412091 20240724 81048   10.11    4.30   21.11   7.96 6.04      79   39.23    3832   27.27   15379    1.03    0.00
  65220  412093 20240724 81106   11.03    3.55   21.10   7.96 6.08      80   39.22    3832   27.28   15380    1.13    0.00
  65219  412095 20240724 81128   12.07    2.85   21.10   7.96 6.03      79   39.24    3834   27.29   15388    0.88    0.00
  65217  412099 20240724 81151   12.98    1.91   21.09   7.96 5.99      78   39.24    3835   27.30   15392    0.85    0.00
  65216  412101 20240724 81205   14.06    0.91   21.09   7.95 5.95      78   39.25    3836   27.30   15393    0.98    0.00
