# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 24-07-2024 10:35:02
#X: 53082 - Y: 420502
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53082  420502 20240724 103513    1.02   11.20   20.39   8.04 7.61      98   38.79    3847   27.40   15451    2.43    0.00
  53080  420500 20240724 103526    2.09   10.26   20.34   8.04 7.58      98   38.76    3848   27.40   15455    2.61    0.00
  53074  420496 20240724 103600    2.94    9.38   20.32   8.03 7.44      96   38.73    3847   27.40   15452    2.62    0.00
  53067  420489 20240724 103641    4.04    8.15   20.29   8.02 7.27      94   38.71    3848   27.40   15453    2.17    0.00
  53065  420486 20240724 103657    4.95    7.25   20.27   8.01 7.23      93   38.70    3847   27.40   15452    2.30    0.00
  53058  420477 20240724 103735    6.07    6.10   20.21   7.98 6.69      86   38.64    3847   27.39   15450    1.38    0.00
  53048  420461 20240724 103838    7.05    5.01   19.61   7.85 5.35      68   38.28    3860   27.50   15516    1.73    0.00
  53040  420448 20240724 103936    8.00    4.03   19.11   7.78 4.64      59   38.08    3881   27.66   15610    0.59    0.00
  53036  420440 20240724 104021    9.04    2.89   18.63   7.74 4.20      53   38.06    3919   27.97   15789    0.23    0.00
  53034  420431 20240724 104101    9.95    1.93   18.80   7.78 4.30      54   38.51    3951   28.22   15934    0.30    0.00
  53032  420420 20240724 104145   10.97    0.81   19.51   7.86 4.90      63   40.02    4044   28.96   16358    0.43    0.00
